HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.109676
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.19 | Tmax = 0.131823
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 0.927948
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.425176
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.126930
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.09 | Tmax = 0.181137
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.165878
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.50 | Tmax = 0.108951
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.142983
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.05 | Tmax = 0.127187
 HL = 2.000 | t1//t0 = 150.000 | l1//l0 = 1.000 | alpha = 1.32 | Tmax = 0.357757
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.001 | alpha = 1.31 | Tmax = 0.099365
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.23 | Tmax = 0.120383
 HL = 0.200 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.08 | Tmax = 0.297709
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.31 | Tmax = 0.126959
 HL = 1.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.211852
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.28 | Tmax = 0.596804
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.131223
 HL = 15.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 3.604718
 HL = 1.000 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.285314
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.05 | Tmax = 0.534497
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.49 | Tmax = 1.004130
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.567797
 HL = 20.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 0.786072
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.14 | Tmax = 0.277854
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 0.108899
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 1.490506
 HL = 28.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 6.866987
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.24 | Tmax = 0.177042
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.130945
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.483445
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.46 | Tmax = 0.204799
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.30 | Tmax = 0.333460
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.078776
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.02 | Tmax = 0.226369
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.700 | alpha = 1.21 | Tmax = 0.339579
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.27 | Tmax = 0.100028
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.209326
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.50 | Tmax = 1.960047
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.231721
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.12 | Tmax = 0.156732
 HL = 1.000 | t1//t0 = 170.000 | l1//l0 = 1.000 | alpha = 1.34 | Tmax = 0.111349
 HL = 7.000 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.094119
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.44 | Tmax = 1.079837
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.36 | Tmax = 0.285611
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.03 | Tmax = 0.125374
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = 0.158362
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.221745
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.22 | Tmax = 0.434738
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.10 | Tmax = 0.134571
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.13 | Tmax = 0.147793
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.050 | alpha = 1.03 | Tmax = 0.168911
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.235885
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.13 | Tmax = 0.300889
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.136937
 HL = 7.000 | t1//t0 = 190.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 1.209750
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.179685
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.070 | alpha = 1.30 | Tmax = 0.081725
 HL = 30.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 7.250264
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.33 | Tmax = 0.159499
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 1.764027
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.37 | Tmax = 0.149309
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.040516
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.28 | Tmax = 0.344271
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.450227
 HL = 18.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = Inf
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.31 | Tmax = 0.319953
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.33 | Tmax = 0.456324
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = 0.086262
 HL = 22.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 4.664840
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.35 | Tmax = 0.118103
 HL = 20.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 3.995201
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.102196
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 1.774462
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = 0.141948
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.46 | Tmax = 1.396503
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.269662
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 0.068022
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.194784
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = 0.656698
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 1.246718
 HL = 10.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 1.777408
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 0.083168
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.49 | Tmax = 1.042287
 HL = 18.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 3.893842
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 1.723663
 HL = 18.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 0.383630
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = 0.062775
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 0.046193
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 0.154946
 HL = 5.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.509103
 HL = 10.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 1.585422
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.21 | Tmax = 0.362248
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 0.116117
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.030 | alpha = 1.01 | Tmax = 0.141543
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 1.281239
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.16 | Tmax = 0.303017
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.17 | Tmax = 0.165648
 
